"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2000","2000",5.2,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2001","2001",5.3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2002","2002",5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2003","2003",4.8,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2004","2004",4.7,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2005","2005",4.9,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2006","2006",4.7,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2007","2007",4.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2008","2008",4.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2009","2009",4.2,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2010","2010",4.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2011","2011",3.8,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2012","2012",3.3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2013","2013",3.6,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2014","2014",3.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2015","2015",3.2,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2000","2000",3.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2001","2001",3.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2002","2002",3.4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2003","2003",3.4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2004","2004",3.2,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2005","2005",3.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2006","2006",3.2,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2007","2007",2.9,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2008","2008",2.8,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2009","2009",3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2010","2010",2.8,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2011","2011",2.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2012","2012",2.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2013","2013",2.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2014","2014",2.4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUS","Australia","2015","2015",2.3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2000","2000",4.8,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2001","2001",4.8,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2002","2002",4.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2003","2003",4.5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2004","2004",4.5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2005","2005",4.2,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2006","2006",3.6,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2007","2007",3.7,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2008","2008",3.7,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2009","2009",3.8,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2010","2010",3.9,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2011","2011",3.6,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2012","2012",3.2,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2013","2013",3.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2014","2014",3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2015","2015",3.1,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2000","2000",3.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2001","2001",3.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2002","2002",2.8,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2003","2003",3.1,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2004","2004",3.1,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2005","2005",2.9,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2006","2006",2.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2007","2007",2.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2008","2008",2.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2009","2009",2.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2010","2010",2.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2011","2011",2.4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2012","2012",2.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2013","2013",2.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2014","2014",2.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","AUT","Austria","2015","2015",2.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2000","2000",4.8,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2001","2001",4.5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2002","2002",4.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2003","2003",4.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2004","2004",3.9,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2005","2005",3.7,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2006","2006",4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2007","2007",3.9,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2008","2008",3.8,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2009","2009",3.5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2010","2010",3.6,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2011","2011",3.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2012","2012",3.8,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2013","2013",3.5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2014","2014",3.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2015","2015",3.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2000","2000",2.9,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2003","2003",2.9,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2004","2004",2.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2005","2005",2.6,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2007","2007",2.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2008","2008",2.6,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2009","2009",2.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2010","2010",2.2,"B","Break"
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2011","2011",2.2,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2012","2012",2.4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2013","2013",2.2,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","BEL","Belgium","2014","2014",2.3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2000","2000",5.3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2001","2001",5.2,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2002","2002",5.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2003","2003",5.3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2004","2004",5.3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2005","2005",5.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2006","2006",5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2007","2007",5.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2008","2008",5.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2009","2009",4.9,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2010","2010",5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2011","2011",4.9,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2012","2012",4.8,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2000","2000",3.6,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2001","2001",3.8,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2002","2002",3.9,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2003","2003",3.9,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2004","2004",4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2005","2005",4.1,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2006","2006",3.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2007","2007",3.8,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2008","2008",3.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2009","2009",3.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2010","2010",3.8,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2011","2011",3.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CAN","Canada","2012","2012",3.6,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2000","2000",4.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2001","2001",4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2002","2002",4.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2003","2003",3.9,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2004","2004",3.7,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2005","2005",3.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2006","2006",3.3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2007","2007",3.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2008","2008",2.8,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2009","2009",2.9,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2010","2010",2.7,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2011","2011",2.7,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2012","2012",2.6,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2013","2013",2.5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2014","2014",2.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2015","2015",2.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2000","2000",2.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2001","2001",2.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2002","2002",2.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2003","2003",2.4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2004","2004",2.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2005","2005",2,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2006","2006",2.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2007","2007",2.1,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2008","2008",1.8,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2009","2009",1.6,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2010","2010",1.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2011","2011",1.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2012","2012",1.6,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2013","2013",1.4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2014","2014",1.6,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","CZE","Czech Republic","2015","2015",1.5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2000","2000",5.3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2001","2001",4.9,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2002","2002",4.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2003","2003",4.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2004","2004",4.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2005","2005",4.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2006","2006",3.5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2007","2007",4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2008","2008",4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2009","2009",3.1,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2010","2010",3.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2011","2011",3.5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2012","2012",3.4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2013","2013",3.5,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2014","2014",4,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2015","2015",3.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2000","2000",4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2001","2001",3.5,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2002","2002",3.4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2003","2003",3.2,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2004","2004",3.4,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2005","2005",3.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2006","2006",3.2,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2007","2007",3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2008","2008",3.1,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2009","2009",2.3,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2010","2010",2.6,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2011","2011",2.8,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2012","2012",2.9,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2013","2013",2.7,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2014","2014",3.1,,
"MATINEON","Neonatal mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","DNK","Denmark","2015","2015",3,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2000","2000",3.8,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2001","2001",3.2,,
"MATIINFA","Infant mortality, No minimum threshold of gestation period or birthweight","RATEPTTX","Deaths per 1 000 live births","FIN","Finland","2002","2002",3,,
